【快递/小包.xlsx】,,,,,,,,,,,,,,,,,
工作号,发货仓库,公司名,货量,创建时间,取件日期(E),派送日期(E),包装件数,重量,体积,材积,货物品名,业务员,签收方式,签出/出仓时间,销售额,货值,CTN/MAWB#
KD23102380841,WNT485,fadi kazma,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-12 00:58:08,2023-10-11 23:00:00,2023-10-13 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-12 09:55:24,,USD218.00,
KD23102380842,WNT485,Pam/Rich Foster,L12V100-100-MINI-16-A60 X 1; 9.800KGS 0.024462CBM,2023-10-12 00:58:08,2023-10-11 23:00:00,2023-10-16 23:00:00,1.00,9.80,0.0245,9.80, LT 12V 100AH mini,客服2 ,,2023-10-12 09:41:43,,USD218.00,
KD23102380843,WNT485,fadi kazma,L12V100-100-MINI-16-A60 X 1; 9.800KGS 0.024462CBM,2023-10-12 00:58:08,2023-10-11 23:00:00,2023-10-13 23:00:00,1.00,9.80,0.0245,9.80, LT 12V 100AH mini,客服2 ,,2023-10-12 09:41:55,,USD218.00,
KD23102380837,PDX,george cantu iii,A-T12V100-100-PRO-4-A100 X 1; A-T12V100-100-PRO-4-A100 X 1; 21.600KGS 0.059738CBM,2023-10-12 00:58:07,2023-10-11 23:00:00,2023-10-17 23:00:00,2.00,21.60,0.0597,21.60, TB 12.8V100AH Pro TB 12.8V100AH Pro,客服2 ,,2023-10-12 09:26:58,,USD436.00,
KD23102380838,WNT485,Eiji Mori,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-12 00:58:07,2023-10-11 23:00:00,2023-10-14 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-12 09:55:23,,USD218.00,
KD23102380839,WNT485,Todd smith,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-12 00:58:07,2023-10-11 23:00:00,2023-10-16 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-12 09:55:21,,USD218.00,
KD23102380834,WNT485,Guy Bunting,L12V100-100-BASIC-4-A100 X 4; 43.200KGS 0.119476CBM,2023-10-12 00:58:06,2023-10-11 23:00:00,2023-10-14 23:00:00,4.00,43.20,0.1195,43.20, LT 12V100AH,客服2 ,,2023-10-12 09:55:25,,USD872.00,
KD23102380835,WNT485,Jack Jessup,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-12 00:58:06,2023-10-11 23:00:00,2023-10-16 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-12 09:55:17,,USD218.00,
KD23102380836,PDX,David Baltz,A-T12V100-100-PRO-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-12 00:58:06,2023-10-11 23:00:00,2023-10-17 23:00:00,1.00,10.80,0.0299,10.80, TB 12.8V100AH Pro,客服2 ,,2023-10-12 09:19:46,,USD218.00,
KD23102380831,WNT485,James Thompson,L12V100-100-MINI-16-A60 X 1; 9.800KGS 0.024462CBM,2023-10-12 00:58:05,2023-10-11 23:00:00,2023-10-14 23:00:00,1.00,9.80,0.0245,9.80, LT 12V 100AH mini,客服2 ,,2023-10-12 09:41:44,,USD218.00,
KD23102380832,WNT485,Richard M Stephens,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-12 00:58:05,2023-10-11 23:00:00,2023-10-13 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-12 09:55:21,,USD218.00,
KD23102380833,WNT485,Fredric Liu,L12V100-100-MINI-16-A60 X 1; 9.800KGS 0.024462CBM,2023-10-12 00:58:05,2023-10-11 23:00:00,2023-10-14 23:00:00,1.00,9.80,0.0245,9.80, LT 12V 100AH mini,客服2 ,,2023-10-12 09:41:44,,USD218.00,
KD23102380829,WNT485,Tong Gao,L12V50-50-BASIC-4-A38 X 1; 6.300KGS 0.012903CBM,2023-10-12 00:58:04,2023-10-11 23:00:00,2023-10-14 23:00:00,1.00,6.30,0.0129,6.30, LT 12V 50Ah,客服2 ,,2023-10-12 12:21:33,,USD119.00,
KD23102380830,WNT485,Tong Gao,L12V50-50-BASIC-4-A38 X 1; 6.300KGS 0.012903CBM,2023-10-12 00:58:04,2023-10-11 23:00:00,2023-10-14 23:00:00,1.00,6.30,0.0129,6.30, LT 12V 50Ah,客服2 ,,2023-10-12 12:21:32,,USD119.00,
KD23102380827,WNT485,Shao ji lin,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-12 00:58:03,2023-10-11 23:00:00,2023-10-14 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-12 09:55:23,,USD218.00,
KD23102380828,WNT485,jeremy p wright,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-12 00:58:03,2023-10-11 23:00:00,2023-10-16 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-12 09:55:24,,USD218.00,
KD23102380825,WNT485,Crystal La,L12V50-50-BASIC-4-A38 X 1; 6.300KGS 0.012903CBM,2023-10-12 00:58:02,2023-10-11 23:00:00,2023-10-15 23:00:00,1.00,6.30,0.0129,6.30, LT 12V 50Ah,客服2 ,,2023-10-12 12:21:26,,USD119.00,
KD23102380826,WNT485,Mark Wetzler,L12V100-100-TM-4-A100 X 1; 11.000KGS 0.029869CBM,2023-10-12 00:58:02,2023-10-11 23:00:00,2023-10-16 23:00:00,1.00,11.00,0.0299,11.00, LT 12V 100AH TM,客服2 ,,2023-10-12 10:29:32,,USD218.00,
KD23102380823,WNT485,John Weston,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-12 00:58:01,2023-10-11 23:00:00,2023-10-16 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-12 09:55:20,,USD218.00,
KD23102380824,WNT485,Allen DeFriez,L12V230-200-LTCP-4-A150 X 1; 21.810KGS 0.047139CBM,2023-10-12 00:58:01,2023-10-11 23:00:00,2023-10-14 23:00:00,1.00,21.81,0.0471,21.81, 12V 230AH Plus LTCP 低温,客服2 ,,2023-10-12 09:47:03,,USD300.00,
KD23102380821,WNT485,Tyler Petreshock,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-12 00:58:00,2023-10-11 23:00:00,2023-10-14 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-12 09:55:22,,USD218.00,
KD23102380822,WNT485,Keith Zaugg,L12V100-100-MINI-16-A60 X 2; 19.600KGS 0.048924CBM,2023-10-12 00:58:00,2023-10-11 23:00:00,2023-10-16 23:00:00,2.00,19.60,0.0489,19.60, LT 12V 100AH mini,客服2 ,,2023-10-12 09:41:27,,USD436.00,
KD23102380819,WNT485,Jia Sun,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-12 00:57:59,2023-10-11 23:00:00,2023-10-14 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-12 09:55:16,,USD218.00,
KD23102380820,WNT485,Amber Bingham,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-12 00:57:59,2023-10-11 23:00:00,2023-10-14 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-12 09:55:18,,USD218.00,
KD23102380818,WNT485,Blake  Edwards,L12V100-100-BASIC-4-A100 X 2; 21.600KGS 0.059738CBM,2023-10-12 00:57:58,2023-10-11 23:00:00,2023-10-16 23:00:00,2.00,21.60,0.0597,21.60, LT 12V100AH,客服2 ,,2023-10-12 09:55:17,,USD436.00,
KD23102380814,WNT485,Micah Borjon,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-12 00:57:57,2023-10-11 23:00:00,2023-10-13 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-12 09:55:23,,USD218.00,
KD23102380815,WNT485,Kevin J. McKie,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-12 00:57:57,2023-10-11 23:00:00,2023-10-16 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-12 09:55:17,,USD218.00,
KD23102380816,WNT485,chloe,L12V100-100-MINI-16-A60 X 1; 9.800KGS 0.024462CBM,2023-10-12 00:57:57,2023-10-11 23:00:00,2023-10-13 23:00:00,1.00,9.80,0.0245,9.80, LT 12V 100AH mini,客服2 ,,2023-10-12 09:41:36,,USD218.00,
KD23102380817,WNT485,Katherine Hoffman,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-12 00:57:57,2023-10-11 23:00:00,2023-10-15 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-12 09:55:17,,USD218.00,
KD23102380813,WNT485,Scott Bleazard,L12V100-100-HEAT-4-A100 X 1; 11.680KGS 0.029869CBM,2023-10-12 00:57:56,2023-10-11 23:00:00,2023-10-13 23:00:00,1.00,11.68,0.0299,11.68, LT 12V 100AH 加热款,客服2 ,,2023-10-12 10:36:52,,USD218.00,
KD23102380811,WNT485,Shawn Willden,L12V100-100-MINI-16-A60 X 2; 19.600KGS 0.048924CBM,2023-10-12 00:57:55,2023-10-11 23:00:00,2023-10-14 23:00:00,2.00,19.60,0.0489,19.60, LT 12V 100AH mini,客服2 ,,2023-10-12 09:41:28,,USD436.00,
KD23102380812,WNT485,Andy T. Jones,L12V100-100-TM-4-A100 X 1; 11.000KGS 0.029869CBM,2023-10-12 00:57:55,2023-10-11 23:00:00,2023-10-16 23:00:00,1.00,11.00,0.0299,11.00, LT 12V 100AH TM,客服2 ,,2023-10-12 10:29:32,,USD218.00,
KD23102380808,WNT485,John Steck,L12V100-100-MINI-16-A60 X 1; 9.800KGS 0.024462CBM,2023-10-12 00:57:54,2023-10-11 23:00:00,2023-10-14 23:00:00,1.00,9.80,0.0245,9.80, LT 12V 100AH mini,客服2 ,,2023-10-12 09:41:32,,USD218.00,
KD23102380809,WNT485,Daniel Exstrom,L12V100-100-MINI-16-A60 X 2; 19.600KGS 0.048924CBM,2023-10-12 00:57:54,2023-10-11 23:00:00,2023-10-15 23:00:00,2.00,19.60,0.0489,19.60, LT 12V 100AH mini,客服2 ,,2023-10-12 09:41:28,,USD436.00,
KD23102380810,WNT485,Tom Bernard,L12V100-100-BASIC-4-A100 X 2; 21.600KGS 0.059738CBM,2023-10-12 00:57:54,2023-10-11 23:00:00,2023-10-16 23:00:00,2.00,21.60,0.0597,21.60, LT 12V100AH,客服2 ,,2023-10-12 09:55:18,,USD436.00,
KD23102380807,WNT485,Harriet Girdley,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-12 00:57:53,2023-10-11 23:00:00,2023-10-14 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-12 09:55:20,,USD218.00,
KD23102380806,WNT485,Paul c kelso,L12V50-50-BASIC-4-A38 X 1; 6.300KGS 0.012903CBM,2023-10-12 00:57:52,2023-10-11 23:00:00,2023-10-13 23:00:00,1.00,6.30,0.0129,6.30, LT 12V 50Ah,客服2 ,,2023-10-12 12:21:27,,USD119.00,
KD23102380805,WNT485,Lisa Traylor,L12V100-100-MINI-16-A60 X 1; 9.800KGS 0.024462CBM,2023-10-12 00:57:51,2023-10-11 23:00:00,2023-10-13 23:00:00,1.00,9.80,0.0245,9.80, LT 12V 100AH mini,客服2 ,,2023-10-12 09:41:30,,USD218.00,
KD23102380804,WNT485,Jason Jacobi,L12V50-50-BASIC-4-A38 X 1; 6.300KGS 0.012903CBM,2023-10-12 00:57:50,2023-10-11 23:00:00,2023-10-16 23:00:00,1.00,6.30,0.0129,6.30, LT 12V 50Ah,客服2 ,,2023-10-12 12:21:31,,USD119.00,
KD23102380803,WNT485,Long hoang,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-12 00:57:49,2023-10-11 23:00:00,2023-10-13 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-12 09:55:25,,USD218.00,
KD23102380802,WNT485,S Dean Smith,L12V100-100-MINI-16-A60 X 1; 9.800KGS 0.024462CBM,2023-10-12 00:57:48,2023-10-11 23:00:00,2023-10-14 23:00:00,1.00,9.80,0.0245,9.80, LT 12V 100AH mini,客服2 ,,2023-10-12 09:41:28,,USD218.00,
KD23102380801,WNT485,Tammy Shepherd,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-12 00:57:46,2023-10-11 23:00:00,2023-10-14 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-12 09:25:34,,USD218.00,
KD23102380800,WNT485,CLINTON L KARLSEN,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-12 00:57:45,2023-10-11 23:00:00,2023-10-15 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-12 09:25:35,,USD218.00,
KD23102380799,WNT485,Lynn Morrison,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-12 00:57:44,2023-10-11 23:00:00,2023-10-14 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-12 09:25:29,,USD218.00,
KD23102380798,WNT485,Kyle Hatch,L12V100-100-MINI-16-A60 X 1; 9.800KGS 0.024462CBM,2023-10-12 00:57:43,2023-10-11 23:00:00,2023-10-14 23:00:00,1.00,9.80,0.0245,9.80, LT 12V 100AH mini,客服2 ,,2023-10-12 09:41:31,,USD218.00,
KD23102380797,WNT485,Wayne Otterstrom,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-12 00:57:42,2023-10-11 23:00:00,2023-10-14 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-12 09:25:29,,USD218.00,
KD23102380796,WNT485,Dan Graves,L12V230-200-LTCP-4-A150 X 1; 21.810KGS 0.047139CBM,2023-10-12 00:57:41,2023-10-11 23:00:00,2023-10-15 23:00:00,1.00,21.81,0.0471,21.81, 12V 230AH Plus LTCP 低温,客服2 ,,2023-10-12 09:47:04,,USD300.00,
KD23102380795,WNT485,Carl Thomas Triphahn,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-12 00:57:40,2023-10-11 23:00:00,2023-10-14 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-12 09:25:33,,USD218.00,
KD23102380794,WNT485,Ronald J Reimer,L12V100-100-MINI-16-A60 X 1; 9.800KGS 0.024462CBM,2023-10-12 00:57:39,2023-10-11 23:00:00,2023-10-18 23:00:00,1.00,9.80,0.0245,9.80, LT 12V 100AH mini,客服2 ,,2023-10-12 09:41:34,,USD218.00,
KD23102380793,WNT485,Carl Thomas Triphahn,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-12 00:57:38,2023-10-11 23:00:00,2023-10-14 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-12 09:25:32,,USD218.00,
KD23102380792,WNT485,Michael Saetern,L12V100-100-MINI-16-A60 X 1; 9.800KGS 0.024462CBM,2023-10-12 00:57:37,2023-10-11 23:00:00,2023-10-14 23:00:00,1.00,9.80,0.0245,9.80, LT 12V 100AH mini,客服2 ,,2023-10-12 09:41:34,,USD218.00,
KD23102380791,WNT485,Jennifer Dean,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-12 00:57:36,2023-10-11 23:00:00,2023-10-14 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-12 09:25:33,,USD218.00,
KD23102380790,WNT485,Kenley Saetern,L12V50-50-BASIC-4-A38 X 1; 6.300KGS 0.012903CBM,2023-10-12 00:57:35,2023-10-11 23:00:00,2023-10-15 23:00:00,1.00,6.30,0.0129,6.30, LT 12V 50Ah,客服2 ,,2023-10-12 12:21:31,,USD119.00,
KD23102380788,WNT485,Margaret Rocheford,L12V100-100-MINI-16-A60 X 1; 9.800KGS 0.024462CBM,2023-10-12 00:57:33,2023-10-11 23:00:00,2023-10-13 23:00:00,1.00,9.80,0.0245,9.80, LT 12V 100AH mini,客服2 ,,2023-10-12 09:41:41,,USD218.00,
KD23102380789,WNT485,Johnny Sticca,L12V200-200-PLUS-8-A160 X 1; 22.040KGS 0.052186CBM,2023-10-12 00:57:33,2023-10-11 23:00:00,2023-10-14 23:00:00,1.00,22.04,0.0522,22.04, LT 12V 200AH Plus,客服2 ,,2023-10-12 12:21:33,,USD402.00,
KD23102380785,WNT485,Nancy Payne,L12V100-100-MINI-16-A60 X 1; 9.800KGS 0.024462CBM,2023-10-12 00:57:32,2023-10-11 23:00:00,2023-10-13 23:00:00,1.00,9.80,0.0245,9.80, LT 12V 100AH mini,客服2 ,,2023-10-12 09:41:32,,USD218.00,
KD23102380786,WNT485,Matthew J. Dwyer,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-12 00:57:32,2023-10-11 23:00:00,2023-10-14 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-12 09:25:31,,USD218.00,
KD23102380787,WNT485,Mark Wheeler,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-12 00:57:32,2023-10-11 23:00:00,2023-10-13 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-12 09:25:33,,USD218.00,
KD23102380784,WNT485,Brian P Kearns,L12V100-100-MINI-16-A60 X 1; 9.800KGS 0.024462CBM,2023-10-12 00:57:31,2023-10-11 23:00:00,2023-10-13 23:00:00,1.00,9.80,0.0245,9.80, LT 12V 100AH mini,客服2 ,,2023-10-12 09:41:39,,USD218.00,
KD23102380783,WNT485,Marvin Nelson,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-12 00:57:30,2023-10-11 23:00:00,2023-10-14 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-12 09:25:46,,USD218.00,
KD23102380782,WNT485,Ryan Conner,L12V100-100-MINI-16-A60 X 1; 9.800KGS 0.024462CBM,2023-10-12 00:57:29,2023-10-11 23:00:00,2023-10-13 23:00:00,1.00,9.80,0.0245,9.80, LT 12V 100AH mini,客服2 ,,2023-10-12 09:41:36,,USD218.00,
KD23102380781,WNT485,dsingh,L12V50-50-BASIC-4-A38 X 1; 6.300KGS 0.012903CBM,2023-10-12 00:57:28,2023-10-11 23:00:00,2023-10-16 23:00:00,1.00,6.30,0.0129,6.30, LT 12V 50Ah,客服2 ,,2023-10-12 11:12:39,,USD119.00,
KD23102380780,WNT485,Robert Pectol,L12V100-100-BASIC-4-A100 X 4; 43.200KGS 0.119476CBM,2023-10-12 00:57:27,2023-10-11 23:00:00,2023-10-14 23:00:00,4.00,43.20,0.1195,43.20, LT 12V100AH,客服2 ,,2023-10-12 09:25:38,,USD872.00,
KD23102380779,WNT485,Michel Moriniaux,L12V50-50-BASIC-4-A38 X 1; 6.300KGS 0.012903CBM,2023-10-12 00:57:26,2023-10-11 23:00:00,2023-10-13 23:00:00,1.00,6.30,0.0129,6.30, LT 12V 50Ah,客服2 ,,2023-10-12 11:12:38,,USD119.00,
KD23102380778,WNT485,Chris Lewis,L12V100-100-MINI-16-A60 X 4; 39.200KGS 0.097848CBM,2023-10-12 00:57:25,2023-10-11 23:00:00,2023-10-14 23:00:00,4.00,39.20,0.0978,39.20, LT 12V 100AH mini,客服2 ,,2023-10-12 09:41:35,,USD872.00,
KD23102380777,WNT485,Blair Kennedy,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-12 00:57:24,2023-10-11 23:00:00,2023-10-14 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-12 09:25:34,,USD218.00,
KD23102380776,WNT485,Gail Smith,L12V100-100-BASIC-4-A100 X 2; 21.600KGS 0.059738CBM,2023-10-12 00:57:23,2023-10-11 23:00:00,2023-10-14 23:00:00,2.00,21.60,0.0597,21.60, LT 12V100AH,客服2 ,,2023-10-12 09:25:44,,USD436.00,
KD23102380775,WNT485,Robert A Tavares,L12V100-100-MINI-16-A60 X 2; 19.600KGS 0.048924CBM,2023-10-12 00:57:22,2023-10-11 23:00:00,2023-10-15 23:00:00,2.00,19.60,0.0489,19.60, LT 12V 100AH mini,客服2 ,,2023-10-12 09:41:38,,USD436.00,
KD23102380774,WNT485,Bruce Freet,L12V20A-BCHA-A X 1; L12V100-100-BASIC-4-A100 X 1; 12.4KGS 0.0324CBM,2023-10-12 00:57:19,2023-10-11 23:00:00,2023-10-15 23:00:00,2.00,12.40,0.0324,12.40, LT 14.6V 20A LT 12V100AH,客服2 ,,2023-10-12 11:12:51,,USD272.00,
KD23102380773,WNT485,Mikaela Sandridge @ Sands RV & Golf Resort,L12V100-100-BASIC-4-A100 X 2; 21.600KGS 0.059738CBM,2023-10-12 00:57:18,2023-10-11 23:00:00,2023-10-13 23:00:00,2.00,21.60,0.0597,21.60, LT 12V100AH,客服2 ,,2023-10-12 09:25:37,,USD436.00,
KD23102380772,WNT485,Michael J Coghlan,L12V100Ah-BBOX-B02 X 1; 1.89KGS 0.0392CBM,2023-10-12 00:57:17,2023-10-11 23:00:00,2023-10-18 23:00:00,1.00,1.89,0.0392,6.532, LT电池盒100ah,客服2 ,,2023-10-12 11:12:42,,USD100.00,
KD23102380770,WNT485,Michael Fleming,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-12 00:57:16,2023-10-11 23:00:00,2023-10-13 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-12 09:25:43,,USD218.00,
KD23102380771,WNT485,W Wong,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-12 00:57:16,2023-10-11 23:00:00,2023-10-13 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-12 09:25:45,,USD218.00,
KD23102380769,WNT485,Kai Anders,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-12 00:57:15,2023-10-11 23:00:00,2023-10-17 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-12 09:25:42,,USD218.00,
KD23102380767,WNT485,Peter La,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-12 00:57:14,2023-10-11 23:00:00,2023-10-13 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-12 09:25:41,,USD218.00,
KD23102380768,WNT485,Sokchea Khann,L12V100-100-MINI-16-A60 X 1; 9.800KGS 0.024462CBM,2023-10-12 00:57:14,2023-10-11 23:00:00,2023-10-15 23:00:00,1.00,9.80,0.0245,9.80, LT 12V 100AH mini,客服2 ,,2023-10-12 09:41:41,,USD218.00,
KD23102380766,WNT485,Gordon Smith,L12V50-50-BASIC-4-A38 X 1; L12V20A-BCHA-A X 1; 7.9KGS 0.0155CBM,2023-10-12 00:57:13,2023-10-11 23:00:00,2023-10-14 23:00:00,2.00,7.90,0.0155,7.90, LT 12V 50Ah LT 14.6V 20A,客服2 ,,2023-10-12 11:12:40,,USD173.00,
KD23102380764,WNT485,Krissi Roberts,L12V100-100-BASIC-4-A100 X 2; 21.600KGS 0.059738CBM,2023-10-12 00:57:12,2023-10-11 23:00:00,2023-10-14 23:00:00,2.00,21.60,0.0597,21.60, LT 12V100AH,客服2 ,,2023-10-12 09:25:40,,USD436.00,
KD23102380765,WNT485,Parker M Judd,L12V100-100-BASIC-4-A100 X 2; 21.600KGS 0.059738CBM,2023-10-12 00:57:12,2023-10-11 23:00:00,2023-10-16 23:00:00,2.00,21.60,0.0597,21.60, LT 12V100AH,客服2 ,,2023-10-12 09:25:43,,USD436.00,
KD23102380762,WNT485,Theodore A Cooper,L12V50-50-BASIC-4-A38 X 1; 6.300KGS 0.012903CBM,2023-10-12 00:57:11,2023-10-11 23:00:00,2023-10-16 23:00:00,1.00,6.30,0.0129,6.30, LT 12V 50Ah,客服2 ,,2023-10-12 11:12:51,,USD119.00,
KD23102380763,WNT485,Colt Glenn,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-12 00:57:11,2023-10-11 23:00:00,2023-10-16 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-12 09:25:40,,USD218.00,
KD23102380760,WNT485,robert stevenson,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-12 00:57:10,2023-10-11 23:00:00,2023-10-16 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-12 09:25:43,,USD218.00,
KD23102380761,WNT485,Scott J Herrera,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-12 00:57:10,2023-10-11 23:00:00,2023-10-13 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-12 09:25:38,,USD218.00,
KD23102380758,WNT485,Howard Hurlbut,L12V100-100-MINI-16-A60 X 1; 9.800KGS 0.024462CBM,2023-10-12 00:57:09,2023-10-11 23:00:00,2023-10-16 23:00:00,1.00,9.80,0.0245,9.80, LT 12V 100AH mini,客服2 ,,2023-10-12 09:41:43,,USD218.00,
KD23102380759,WNT485,Daniel Sauter,L12V100-100-BASIC-4-A100 X 1; 10.800KGS 0.029869CBM,2023-10-12 00:57:09,2023-10-11 23:00:00,2023-10-14 23:00:00,1.00,10.80,0.0299,10.80, LT 12V100AH,客服2 ,,2023-10-12 09:25:49,,USD218.00,
KD23102380756,WNT485,Zachary Harris,L12V100-100-MINI-16-A60 X 1; 9.800KGS 0.024462CBM,2023-10-12 00:57:07,2023-10-11 23:00:00,2023-10-13 23:00:00,1.00,9.80,0.0245,9.80, LT 12V 100AH mini,客服2 ,,2023-10-12 09:41:41,,USD218.00,
KD23102380757,WNT485,Jose P Mejia,L12V50-50-BASIC-4-A38 X 1; 6.300KGS 0.012903CBM,2023-10-12 00:57:07,2023-10-11 23:00:00,2023-10-14 23:00:00,1.00,6.30,0.0129,6.30, LT 12V 50Ah,客服2 ,,2023-10-12 11:12:48,,USD119.00,
KD23102380753,WNT485,Ethan Nelson,L12V100-100-MINI-16-A60 X 2; 19.600KGS 0.048924CBM,2023-10-12 00:57:06,2023-10-11 23:00:00,2023-10-14 23:00:00,2.00,19.60,0.0489,19.60, LT 12V 100AH mini,客服2 ,,2023-10-12 09:41:42,,USD436.00,
KD23102380754,WNT485,Michael Terlecki,L12V230-200-LTCP-4-A150 X 1; 21.810KGS 0.047139CBM,2023-10-12 00:57:06,2023-10-11 23:00:00,2023-10-15 23:00:00,1.00,21.81,0.0471,21.81, 12V 230AH Plus LTCP 低温,客服2 ,,2023-10-12 09:47:03,,USD300.00,
KD23102380750,WNT485,Heberto D. Dominguez II,L12V100-100-MINI-16-A60 X 1; 9.800KGS 0.024462CBM,2023-10-12 00:57:05,2023-10-11 23:00:00,2023-10-13 23:00:00,1.00,9.80,0.0245,9.80, LT 12V 100AH mini,客服2 ,,2023-10-12 09:41:46,,USD218.00,
